"Scenario","Region","Variable","Year","Value"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2005","484.570200"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2006","491.161500"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2007","487.927900"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2008","468.429600"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2009","454.130100"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2010","419.271700"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2011","429.646400"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2012","419.762300"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2013","429.275400"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2014","480.225700"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2015","423.352100"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2016","418.166100"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2017","398.279000"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2018","316.803000"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2019","298.456000"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2020","245.608000"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2021","177.602000"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2022","109.281000"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2023","97.619000"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2024","40.567100"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2025","0.152800"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2026","0.128000"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2027","0.106900"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2028","0.086600"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2029","0.067100"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2030","0.045800"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2031","0.037600"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2032","0.029200"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2033","0.019900"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2034","0.010300"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2035","0.000000"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2036","0.000000"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2037","0.000000"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2038","0.000000"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2039","0.000000"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2040","0.000000"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2041","0.000000"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2042","0.000000"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2043","0.000000"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2044","0.000000"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2045","0.000000"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2046","0.000000"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2047","0.000000"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2048","0.000000"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2049","0.000000"
"Canada Net-zero","Alberta","Coal, Coke and Coke Oven Gas","2050","0.000000"
"Canada Net-zero","Alberta","Hydro","2005","8.337600"
"Canada Net-zero","Alberta","Hydro","2006","5.339500"
"Canada Net-zero","Alberta","Hydro","2007","5.339500"
"Canada Net-zero","Alberta","Hydro","2008","5.339500"
"Canada Net-zero","Alberta","Hydro","2009","5.339500"
"Canada Net-zero","Alberta","Hydro","2010","5.339500"
"Canada Net-zero","Alberta","Hydro","2011","7.109300"
"Canada Net-zero","Alberta","Hydro","2012","9.259700"
"Canada Net-zero","Alberta","Hydro","2013","7.159800"
"Canada Net-zero","Alberta","Hydro","2014","6.557000"
"Canada Net-zero","Alberta","Hydro","2015","7.118900"
"Canada Net-zero","Alberta","Hydro","2016","7.095900"
"Canada Net-zero","Alberta","Hydro","2017","7.422400"
"Canada Net-zero","Alberta","Hydro","2018","7.168000"
"Canada Net-zero","Alberta","Hydro","2019","7.356500"
"Canada Net-zero","Alberta","Hydro","2020","7.744800"
"Canada Net-zero","Alberta","Hydro","2021","7.465900"
"Canada Net-zero","Alberta","Hydro","2022","7.168600"
"Canada Net-zero","Alberta","Hydro","2023","6.422100"
"Canada Net-zero","Alberta","Hydro","2024","7.175500"
"Canada Net-zero","Alberta","Hydro","2025","7.188900"
"Canada Net-zero","Alberta","Hydro","2026","7.209600"
"Canada Net-zero","Alberta","Hydro","2027","6.543800"
"Canada Net-zero","Alberta","Hydro","2028","6.571700"
"Canada Net-zero","Alberta","Hydro","2029","6.522800"
"Canada Net-zero","Alberta","Hydro","2030","6.539300"
"Canada Net-zero","Alberta","Hydro","2031","6.552800"
"Canada Net-zero","Alberta","Hydro","2032","6.567000"
"Canada Net-zero","Alberta","Hydro","2033","6.919100"
"Canada Net-zero","Alberta","Hydro","2034","7.085100"
"Canada Net-zero","Alberta","Hydro","2035","7.059200"
"Canada Net-zero","Alberta","Hydro","2036","6.544800"
"Canada Net-zero","Alberta","Hydro","2037","6.704500"
"Canada Net-zero","Alberta","Hydro","2038","6.697900"
"Canada Net-zero","Alberta","Hydro","2039","6.683200"
"Canada Net-zero","Alberta","Hydro","2040","6.554900"
"Canada Net-zero","Alberta","Hydro","2041","6.688100"
"Canada Net-zero","Alberta","Hydro","2042","6.709100"
"Canada Net-zero","Alberta","Hydro","2043","6.692600"
"Canada Net-zero","Alberta","Hydro","2044","6.566600"
"Canada Net-zero","Alberta","Hydro","2045","6.683200"
"Canada Net-zero","Alberta","Hydro","2046","6.701100"
"Canada Net-zero","Alberta","Hydro","2047","6.705600"
"Canada Net-zero","Alberta","Hydro","2048","6.545200"
"Canada Net-zero","Alberta","Hydro","2049","6.692600"
"Canada Net-zero","Alberta","Hydro","2050","6.686000"
"Canada Net-zero","Alberta","Natural Gas","2005","1482.676100"
"Canada Net-zero","Alberta","Natural Gas","2006","1545.764000"
"Canada Net-zero","Alberta","Natural Gas","2007","1663.445800"
"Canada Net-zero","Alberta","Natural Gas","2008","1639.089300"
"Canada Net-zero","Alberta","Natural Gas","2009","1658.101600"
"Canada Net-zero","Alberta","Natural Gas","2010","1717.394000"
"Canada Net-zero","Alberta","Natural Gas","2011","1859.563700"
"Canada Net-zero","Alberta","Natural Gas","2012","1960.663100"
"Canada Net-zero","Alberta","Natural Gas","2013","2022.589100"
"Canada Net-zero","Alberta","Natural Gas","2014","2043.359600"
"Canada Net-zero","Alberta","Natural Gas","2015","2121.579900"
"Canada Net-zero","Alberta","Natural Gas","2016","2051.326600"
"Canada Net-zero","Alberta","Natural Gas","2017","2203.762100"
"Canada Net-zero","Alberta","Natural Gas","2018","2343.603100"
"Canada Net-zero","Alberta","Natural Gas","2019","2361.465000"
"Canada Net-zero","Alberta","Natural Gas","2020","2295.866600"
"Canada Net-zero","Alberta","Natural Gas","2021","2426.545900"
"Canada Net-zero","Alberta","Natural Gas","2022","2500.903400"
"Canada Net-zero","Alberta","Natural Gas","2023","2509.179100"
"Canada Net-zero","Alberta","Natural Gas","2024","2586.837700"
"Canada Net-zero","Alberta","Natural Gas","2025","2569.989800"
"Canada Net-zero","Alberta","Natural Gas","2026","2548.447400"
"Canada Net-zero","Alberta","Natural Gas","2027","2560.408200"
"Canada Net-zero","Alberta","Natural Gas","2028","2601.508500"
"Canada Net-zero","Alberta","Natural Gas","2029","2630.197500"
"Canada Net-zero","Alberta","Natural Gas","2030","2634.078800"
"Canada Net-zero","Alberta","Natural Gas","2031","2657.062300"
"Canada Net-zero","Alberta","Natural Gas","2032","2560.879000"
"Canada Net-zero","Alberta","Natural Gas","2033","2542.424800"
"Canada Net-zero","Alberta","Natural Gas","2034","2537.153200"
"Canada Net-zero","Alberta","Natural Gas","2035","2406.869400"
"Canada Net-zero","Alberta","Natural Gas","2036","2405.540800"
"Canada Net-zero","Alberta","Natural Gas","2037","2396.922500"
"Canada Net-zero","Alberta","Natural Gas","2038","2428.614500"
"Canada Net-zero","Alberta","Natural Gas","2039","2435.846600"
"Canada Net-zero","Alberta","Natural Gas","2040","2430.212500"
"Canada Net-zero","Alberta","Natural Gas","2041","2411.897100"
"Canada Net-zero","Alberta","Natural Gas","2042","2428.823000"
"Canada Net-zero","Alberta","Natural Gas","2043","2443.998400"
"Canada Net-zero","Alberta","Natural Gas","2044","2490.122900"
"Canada Net-zero","Alberta","Natural Gas","2045","2496.043700"
"Canada Net-zero","Alberta","Natural Gas","2046","2481.789200"
"Canada Net-zero","Alberta","Natural Gas","2047","2465.854700"
"Canada Net-zero","Alberta","Natural Gas","2048","2502.641900"
"Canada Net-zero","Alberta","Natural Gas","2049","2497.742600"
"Canada Net-zero","Alberta","Natural Gas","2050","2523.592100"
"Canada Net-zero","Alberta","Nuclear","2005","0.000000"
"Canada Net-zero","Alberta","Nuclear","2006","0.000000"
"Canada Net-zero","Alberta","Nuclear","2007","0.000000"
"Canada Net-zero","Alberta","Nuclear","2008","0.000000"
"Canada Net-zero","Alberta","Nuclear","2009","0.000000"
"Canada Net-zero","Alberta","Nuclear","2010","0.000000"
"Canada Net-zero","Alberta","Nuclear","2011","0.000000"
"Canada Net-zero","Alberta","Nuclear","2012","0.000000"
"Canada Net-zero","Alberta","Nuclear","2013","0.000000"
"Canada Net-zero","Alberta","Nuclear","2014","0.000000"
"Canada Net-zero","Alberta","Nuclear","2015","0.000000"
"Canada Net-zero","Alberta","Nuclear","2016","0.000000"
"Canada Net-zero","Alberta","Nuclear","2017","0.000000"
"Canada Net-zero","Alberta","Nuclear","2018","0.000000"
"Canada Net-zero","Alberta","Nuclear","2019","0.000000"
"Canada Net-zero","Alberta","Nuclear","2020","0.000000"
"Canada Net-zero","Alberta","Nuclear","2021","0.000000"
"Canada Net-zero","Alberta","Nuclear","2022","0.000000"
"Canada Net-zero","Alberta","Nuclear","2023","0.000000"
"Canada Net-zero","Alberta","Nuclear","2024","0.000000"
"Canada Net-zero","Alberta","Nuclear","2025","0.000000"
"Canada Net-zero","Alberta","Nuclear","2026","0.000000"
"Canada Net-zero","Alberta","Nuclear","2027","0.000000"
"Canada Net-zero","Alberta","Nuclear","2028","0.000000"
"Canada Net-zero","Alberta","Nuclear","2029","0.000000"
"Canada Net-zero","Alberta","Nuclear","2030","0.000000"
"Canada Net-zero","Alberta","Nuclear","2031","0.000000"
"Canada Net-zero","Alberta","Nuclear","2032","0.000000"
"Canada Net-zero","Alberta","Nuclear","2033","0.000000"
"Canada Net-zero","Alberta","Nuclear","2034","0.000000"
"Canada Net-zero","Alberta","Nuclear","2035","0.000000"
"Canada Net-zero","Alberta","Nuclear","2036","0.000000"
"Canada Net-zero","Alberta","Nuclear","2037","0.000000"
"Canada Net-zero","Alberta","Nuclear","2038","0.000000"
"Canada Net-zero","Alberta","Nuclear","2039","0.000000"
"Canada Net-zero","Alberta","Nuclear","2040","0.000000"
"Canada Net-zero","Alberta","Nuclear","2041","0.000000"
"Canada Net-zero","Alberta","Nuclear","2042","0.000000"
"Canada Net-zero","Alberta","Nuclear","2043","0.000000"
"Canada Net-zero","Alberta","Nuclear","2044","12.090000"
"Canada Net-zero","Alberta","Nuclear","2045","12.588000"
"Canada Net-zero","Alberta","Nuclear","2046","76.349000"
"Canada Net-zero","Alberta","Nuclear","2047","143.550000"
"Canada Net-zero","Alberta","Nuclear","2048","196.576000"
"Canada Net-zero","Alberta","Nuclear","2049","218.682000"
"Canada Net-zero","Alberta","Nuclear","2050","305.055000"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2005","127.077800"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2006","99.843800"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2007","104.653000"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2008","94.070300"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2009","94.197800"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2010","92.444400"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2011","109.239100"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2012","115.594700"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2013","131.420900"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2014","147.704600"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2015","113.141900"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2016","94.283300"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2017","95.354700"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2018","120.533200"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2019","118.194400"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2020","121.823100"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2021","132.910000"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2022","142.773500"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2023","166.167600"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2024","177.793100"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2025","193.034100"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2026","200.847500"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2027","209.372800"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2028","221.766600"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2029","228.689300"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2030","257.430000"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2031","284.278200"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2032","338.167100"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2033","364.761300"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2034","393.918400"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2035","449.014900"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2036","495.398500"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2037","540.443900"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2038","579.472100"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2039","626.396400"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2040","674.665900"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2041","722.233600"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2042","768.451700"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2043","803.513700"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2044","840.485900"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2045","875.864300"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2046","920.695100"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2047","965.416700"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2048","1018.618100"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2049","1071.419900"
"Canada Net-zero","Alberta","Other Renewables and Landfill Gas","2050","1123.513600"
"Canada Net-zero","Alberta","Refined Petroleum Products","2005","1141.692700"
"Canada Net-zero","Alberta","Refined Petroleum Products","2006","1216.205900"
"Canada Net-zero","Alberta","Refined Petroleum Products","2007","1268.225200"
"Canada Net-zero","Alberta","Refined Petroleum Products","2008","1217.997300"
"Canada Net-zero","Alberta","Refined Petroleum Products","2009","1252.165900"
"Canada Net-zero","Alberta","Refined Petroleum Products","2010","1299.063200"
"Canada Net-zero","Alberta","Refined Petroleum Products","2011","1304.366600"
"Canada Net-zero","Alberta","Refined Petroleum Products","2012","1362.809400"
"Canada Net-zero","Alberta","Refined Petroleum Products","2013","1300.358300"
"Canada Net-zero","Alberta","Refined Petroleum Products","2014","1315.527400"
"Canada Net-zero","Alberta","Refined Petroleum Products","2015","1329.964500"
"Canada Net-zero","Alberta","Refined Petroleum Products","2016","1252.290700"
"Canada Net-zero","Alberta","Refined Petroleum Products","2017","1287.216700"
"Canada Net-zero","Alberta","Refined Petroleum Products","2018","1357.580200"
"Canada Net-zero","Alberta","Refined Petroleum Products","2019","1400.901400"
"Canada Net-zero","Alberta","Refined Petroleum Products","2020","1314.802400"
"Canada Net-zero","Alberta","Refined Petroleum Products","2021","1298.023700"
"Canada Net-zero","Alberta","Refined Petroleum Products","2022","1302.120400"
"Canada Net-zero","Alberta","Refined Petroleum Products","2023","1320.668800"
"Canada Net-zero","Alberta","Refined Petroleum Products","2024","1333.587300"
"Canada Net-zero","Alberta","Refined Petroleum Products","2025","1317.831300"
"Canada Net-zero","Alberta","Refined Petroleum Products","2026","1317.164600"
"Canada Net-zero","Alberta","Refined Petroleum Products","2027","1333.722900"
"Canada Net-zero","Alberta","Refined Petroleum Products","2028","1446.289700"
"Canada Net-zero","Alberta","Refined Petroleum Products","2029","1451.749800"
"Canada Net-zero","Alberta","Refined Petroleum Products","2030","1444.262000"
"Canada Net-zero","Alberta","Refined Petroleum Products","2031","1545.692000"
"Canada Net-zero","Alberta","Refined Petroleum Products","2032","1537.772700"
"Canada Net-zero","Alberta","Refined Petroleum Products","2033","1528.312200"
"Canada Net-zero","Alberta","Refined Petroleum Products","2034","1517.809400"
"Canada Net-zero","Alberta","Refined Petroleum Products","2035","1501.104700"
"Canada Net-zero","Alberta","Refined Petroleum Products","2036","1497.782000"
"Canada Net-zero","Alberta","Refined Petroleum Products","2037","1482.677300"
"Canada Net-zero","Alberta","Refined Petroleum Products","2038","1464.439600"
"Canada Net-zero","Alberta","Refined Petroleum Products","2039","1445.261600"
"Canada Net-zero","Alberta","Refined Petroleum Products","2040","1425.694900"
"Canada Net-zero","Alberta","Refined Petroleum Products","2041","1404.990900"
"Canada Net-zero","Alberta","Refined Petroleum Products","2042","1386.277300"
"Canada Net-zero","Alberta","Refined Petroleum Products","2043","1367.924700"
"Canada Net-zero","Alberta","Refined Petroleum Products","2044","1351.543500"
"Canada Net-zero","Alberta","Refined Petroleum Products","2045","1335.856300"
"Canada Net-zero","Alberta","Refined Petroleum Products","2046","1321.686300"
"Canada Net-zero","Alberta","Refined Petroleum Products","2047","1309.283200"
"Canada Net-zero","Alberta","Refined Petroleum Products","2048","1298.567700"
"Canada Net-zero","Alberta","Refined Petroleum Products","2049","1288.815700"
"Canada Net-zero","Alberta","Refined Petroleum Products","2050","1270.904300"
"Canada Net-zero","Alberta","Total","2005","3244.354400"
"Canada Net-zero","Alberta","Total","2006","3358.314700"
"Canada Net-zero","Alberta","Total","2007","3529.591400"
"Canada Net-zero","Alberta","Total","2008","3424.926000"
"Canada Net-zero","Alberta","Total","2009","3463.934900"
"Canada Net-zero","Alberta","Total","2010","3533.512800"
"Canada Net-zero","Alberta","Total","2011","3709.925100"
"Canada Net-zero","Alberta","Total","2012","3868.089200"
"Canada Net-zero","Alberta","Total","2013","3890.803500"
"Canada Net-zero","Alberta","Total","2014","3993.374300"
"Canada Net-zero","Alberta","Total","2015","3995.157300"
"Canada Net-zero","Alberta","Total","2016","3823.162600"
"Canada Net-zero","Alberta","Total","2017","3992.034900"
"Canada Net-zero","Alberta","Total","2018","4145.687500"
"Canada Net-zero","Alberta","Total","2019","4186.373300"
"Canada Net-zero","Alberta","Total","2020","3985.844900"
"Canada Net-zero","Alberta","Total","2021","4042.547500"
"Canada Net-zero","Alberta","Total","2022","4062.246900"
"Canada Net-zero","Alberta","Total","2023","4100.056600"
"Canada Net-zero","Alberta","Total","2024","4145.960700"
"Canada Net-zero","Alberta","Total","2025","4088.196900"
"Canada Net-zero","Alberta","Total","2026","4073.797100"
"Canada Net-zero","Alberta","Total","2027","4110.154600"
"Canada Net-zero","Alberta","Total","2028","4276.223100"
"Canada Net-zero","Alberta","Total","2029","4317.226500"
"Canada Net-zero","Alberta","Total","2030","4342.355900"
"Canada Net-zero","Alberta","Total","2031","4493.622900"
"Canada Net-zero","Alberta","Total","2032","4443.415000"
"Canada Net-zero","Alberta","Total","2033","4442.437300"
"Canada Net-zero","Alberta","Total","2034","4455.976400"
"Canada Net-zero","Alberta","Total","2035","4364.048200"
"Canada Net-zero","Alberta","Total","2036","4405.266100"
"Canada Net-zero","Alberta","Total","2037","4426.748200"
"Canada Net-zero","Alberta","Total","2038","4479.224100"
"Canada Net-zero","Alberta","Total","2039","4514.187800"
"Canada Net-zero","Alberta","Total","2040","4537.128200"
"Canada Net-zero","Alberta","Total","2041","4545.809700"
"Canada Net-zero","Alberta","Total","2042","4590.261100"
"Canada Net-zero","Alberta","Total","2043","4622.129400"
"Canada Net-zero","Alberta","Total","2044","4700.808900"
"Canada Net-zero","Alberta","Total","2045","4727.035500"
"Canada Net-zero","Alberta","Total","2046","4807.220700"
"Canada Net-zero","Alberta","Total","2047","4890.810200"
"Canada Net-zero","Alberta","Total","2048","5022.948900"
"Canada Net-zero","Alberta","Total","2049","5083.352800"
"Canada Net-zero","Alberta","Total","2050","5229.751000"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2005","12.981800"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2006","14.212900"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2007","16.522300"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2008","14.892700"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2009","11.437800"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2010","11.323400"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2011","11.378600"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2012","12.391000"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2013","11.162700"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2014","6.772000"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2015","9.759800"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2016","6.406000"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2017","6.273000"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2018","5.725000"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2019","6.585000"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2020","4.604000"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2021","3.769000"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2022","3.431000"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2023","3.625000"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2024","3.167400"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2025","2.985700"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2026","2.799100"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2027","2.559500"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2028","2.301700"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2029","2.076700"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2030","1.864800"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2031","1.688600"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2032","1.538600"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2033","1.386900"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2034","1.270700"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2035","1.168900"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2036","1.069600"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2037","0.975300"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2038","0.987400"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2039","1.028900"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2040","1.080000"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2041","1.105400"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2042","1.131100"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2043","1.142000"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2044","1.151600"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2045","1.147200"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2046","1.131500"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2047","1.126200"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2048","1.108300"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2049","1.091500"
"Canada Net-zero","British Columbia","Coal, Coke and Coke Oven Gas","2050","1.075400"
"Canada Net-zero","British Columbia","Hydro","2005","217.177200"
"Canada Net-zero","British Columbia","Hydro","2006","194.050500"
"Canada Net-zero","British Columbia","Hydro","2007","230.456900"
"Canada Net-zero","British Columbia","Hydro","2008","210.692300"
"Canada Net-zero","British Columbia","Hydro","2009","202.674200"
"Canada Net-zero","British Columbia","Hydro","2010","194.946700"
"Canada Net-zero","British Columbia","Hydro","2011","219.734600"
"Canada Net-zero","British Columbia","Hydro","2012","234.507300"
"Canada Net-zero","British Columbia","Hydro","2013","213.204400"
"Canada Net-zero","British Columbia","Hydro","2014","207.262300"
"Canada Net-zero","British Columbia","Hydro","2015","233.995600"
"Canada Net-zero","British Columbia","Hydro","2016","222.625600"
"Canada Net-zero","British Columbia","Hydro","2017","239.412300"
"Canada Net-zero","British Columbia","Hydro","2018","222.448100"
"Canada Net-zero","British Columbia","Hydro","2019","201.988900"
"Canada Net-zero","British Columbia","Hydro","2020","227.653400"
"Canada Net-zero","British Columbia","Hydro","2021","231.735800"
"Canada Net-zero","British Columbia","Hydro","2022","227.635700"
"Canada Net-zero","British Columbia","Hydro","2023","175.777800"
"Canada Net-zero","British Columbia","Hydro","2024","207.195700"
"Canada Net-zero","British Columbia","Hydro","2025","222.031800"
"Canada Net-zero","British Columbia","Hydro","2026","221.850700"
"Canada Net-zero","British Columbia","Hydro","2027","224.375400"
"Canada Net-zero","British Columbia","Hydro","2028","229.349900"
"Canada Net-zero","British Columbia","Hydro","2029","231.310600"
"Canada Net-zero","British Columbia","Hydro","2030","231.764500"
"Canada Net-zero","British Columbia","Hydro","2031","228.852000"
"Canada Net-zero","British Columbia","Hydro","2032","233.640400"
"Canada Net-zero","British Columbia","Hydro","2033","242.074100"
"Canada Net-zero","British Columbia","Hydro","2034","249.909600"
"Canada Net-zero","British Columbia","Hydro","2035","252.752700"
"Canada Net-zero","British Columbia","Hydro","2036","251.563900"
"Canada Net-zero","British Columbia","Hydro","2037","252.770900"
"Canada Net-zero","British Columbia","Hydro","2038","252.354200"
"Canada Net-zero","British Columbia","Hydro","2039","252.536400"
"Canada Net-zero","British Columbia","Hydro","2040","252.021300"
"Canada Net-zero","British Columbia","Hydro","2041","252.393600"
"Canada Net-zero","British Columbia","Hydro","2042","252.393600"
